timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3B3,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3C3,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3D3,D0C0,D0D1,D1C1,D1D0,D1D2,D2C2,D2D1,D2D3,D3C3,D3D2
1717,0,0,1,0,0,0,2,2,0,4,0,4,0,1,2,1,2,2,6,0,2,0,3,1,0,2,0,2,0,1,3,1,5,0,0,1,3,0,0,0,2,0,0,0,0,1,2,1
1718,0,0,0,0,0,0,1,2,0,4,0,4,0,2,2,2,2,2,6,0,2,0,3,0,0,1,0,2,0,1,3,1,5,0,0,0,4,0,0,0,2,0,0,0,0,0,2,1
1719,0,0,0,0,0,0,1,2,0,5,0,3,0,2,2,2,2,2,6,1,2,0,4,0,0,1,0,2,0,1,3,1,7,0,0,0,3,0,1,0,2,0,0,0,0,0,2,2
1720,0,0,0,0,0,0,1,2,0,4,0,3,0,3,2,3,2,2,6,1,2,0,4,0,0,0,0,2,0,2,3,1,7,0,0,0,3,0,2,0,2,0,0,0,0,0,3,2
1721,0,0,0,0,0,0,1,2,0,4,0,3,0,3,1,3,2,2,6,1,2,0,4,0,0,0,0,2,0,1,3,1,7,1,0,0,3,0,2,0,2,0,0,0,0,0,3,2
1722,0,0,0,0,0,0,0,2,0,3,0,2,0,3,1,4,2,2,6,1,2,0,3,0,0,0,0,2,0,1,2,1,7,2,0,0,2,0,2,0,2,0,0,0,0,0,3,2
1723,0,0,0,0,0,0,0,2,0,3,0,1,1,2,1,4,3,2,6,1,2,0,4,0,0,0,0,2,0,2,2,1,7,2,0,0,2,0,2,0,3,0,0,0,0,0,3,2
1724,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,3,3,1,6,1,2,0,4,1,0,0,0,2,0,2,2,1,8,2,0,0,2,0,2,0,3,0,0,0,0,0,2,2
1725,0,0,1,0,0,0,0,3,0,2,0,0,1,2,0,3,5,1,6,1,2,0,4,1,0,0,0,2,0,2,1,1,6,2,0,0,0,2,2,0,3,0,0,0,0,0,2,2
1726,0,0,1,0,0,0,0,3,0,2,0,0,2,1,0,2,5,1,7,2,2,0,5,2,0,0,0,2,0,2,2,1,6,2,0,0,0,2,2,0,3,0,0,0,0,0,2,1
1727,0,0,1,0,0,0,0,3,0,2,0,0,2,1,0,2,6,0,5,2,2,0,5,2,0,0,0,3,1,1,2,1,7,2,0,0,1,2,1,0,3,0,1,0,0,0,1,1
1728,0,0,2,0,0,0,0,3,0,1,0,0,2,0,0,1,6,0,5,3,2,0,5,2,0,1,0,3,1,1,1,1,6,2,1,0,1,2,1,0,3,0,1,0,0,0,1,1
1729,0,0,2,0,0,0,0,4,0,1,0,0,1,0,1,1,6,0,5,3,2,0,5,2,0,1,0,3,2,1,2,1,5,2,1,0,1,2,1,0,4,0,1,0,1,0,1,0
1730,0,0,3,0,0,0,0,4,0,1,0,0,1,0,1,0,7,0,3,3,2,0,5,2,0,1,0,4,2,1,2,1,5,2,1,0,1,2,0,0,4,0,1,0,1,0,1,0
1731,0,0,3,0,0,0,0,4,0,1,0,0,1,0,1,0,7,0,3,3,2,0,5,2,0,2,1,4,3,0,3,1,4,2,1,0,1,2,0,0,4,0,1,0,2,0,1,0
1732,0,0,2,0,0,0,0,4,0,0,0,0,1,0,2,1,7,0,2,5,2,0,5,1,0,2,1,4,3,0,4,1,3,2,2,0,1,0,0,0,4,0,1,0,2,0,1,0
1733,0,0,2,0,0,0,0,4,0,0,0,0,1,0,2,1,7,0,3,5,2,1,5,1,0,2,1,4,3,0,4,1,3,2,2,0,1,0,0,0,5,0,1,0,2,0,1,0
1734,0,1,2,0,0,0,0,4,0,0,0,0,0,0,2,1,7,0,1,5,2,1,4,0,0,2,1,4,4,0,5,1,2,2,2,0,1,1,0,0,5,0,1,0,2,0,1,0
1735,0,1,2,0,0,0,0,4,0,0,0,0,0,0,2,2,7,0,1,5,2,1,4,0,0,2,1,4,4,0,4,1,3,2,1,0,1,1,0,0,6,0,0,0,2,0,1,0
1736,0,1,1,0,0,0,0,4,0,0,0,0,0,1,2,2,7,0,1,4,2,1,3,0,0,1,2,4,4,0,4,1,3,2,1,0,0,2,0,0,6,0,0,0,2,0,1,0
1737,0,1,1,0,0,0,0,4,0,0,0,0,0,1,1,2,7,0,2,4,2,1,3,0,0,1,2,4,4,1,3,1,3,2,1,0,0,2,0,0,6,0,1,0,1,2,1,0
1738,0,2,0,0,0,0,0,4,0,0,0,0,0,1,1,2,7,0,2,4,2,1,3,1,1,0,1,4,5,1,3,1,3,2,1,0,0,2,0,0,6,0,1,0,1,2,0,0
1739,1,2,0,0,0,0,0,4,0,0,1,0,0,1,1,2,7,0,3,3,2,1,2,1,1,0,1,4,4,1,2,1,3,2,1,0,1,2,0,0,7,0,1,0,1,2,0,0
1740,2,2,0,0,0,0,0,4,0,0,1,0,0,1,0,2,7,0,3,3,2,1,2,2,2,0,1,4,5,2,2,1,3,2,0,0,1,2,0,1,7,0,1,0,0,2,0,0
1741,2,1,0,0,0,0,0,5,0,0,1,0,0,1,0,1,7,0,2,3,2,1,1,2,2,0,1,4,5,2,2,1,3,2,0,0,2,2,0,1,7,0,1,0,0,2,0,0
1742,2,1,0,0,0,0,0,5,0,0,2,0,0,1,0,1,7,0,2,1,3,1,0,2,2,0,1,4,5,2,1,1,3,2,0,0,2,1,0,1,8,0,1,0,0,2,0,0
1743,2,1,0,0,0,0,0,6,0,0,2,0,0,1,1,1,7,0,2,2,3,0,0,3,3,0,1,4,5,2,1,1,1,2,0,0,2,1,0,1,8,0,1,0,0,2,0,1
1744,2,1,0,0,0,0,0,6,0,0,2,0,0,0,1,1,7,0,3,1,4,1,0,3,3,0,0,5,4,2,2,1,1,2,0,0,2,0,0,1,9,0,1,0,0,2,0,1
1745,2,1,0,0,0,0,0,6,0,0,2,0,0,0,1,0,7,0,2,1,4,1,0,3,3,0,0,5,4,1,2,1,1,2,0,0,2,0,0,2,9,0,0,0,2,1,0,2
1746,2,0,1,0,0,0,0,6,0,0,2,0,0,0,1,1,7,0,2,2,4,1,0,4,4,0,0,5,4,1,2,1,0,2,1,0,2,0,0,2,9,0,0,0,2,0,1,2
1747,1,0,1,0,0,0,0,6,0,0,2,0,0,0,1,1,7,0,2,2,4,1,0,3,3,0,0,6,3,0,2,1,0,2,1,2,2,0,0,1,10,0,0,0,2,0,1,2
1748,1,0,1,0,0,0,0,6,0,0,1,0,0,0,1,1,7,0,1,2,4,1,0,3,4,0,0,6,3,0,2,1,0,2,1,2,1,0,0,1,10,0,0,0,2,0,2,2
1749,1,0,1,0,1,0,2,6,0,0,1,0,0,0,1,2,7,0,1,2,4,1,0,2,3,0,0,6,2,0,2,1,0,2,2,2,1,0,0,1,10,0,0,0,2,0,2,2
1750,0,0,1,0,1,0,2,6,0,0,0,0,0,0,1,2,7,0,1,2,4,1,0,2,3,0,0,6,2,0,2,1,0,2,2,2,0,0,0,1,10,0,0,0,2,0,2,2
1751,0,0,1,0,1,0,2,6,0,0,0,0,0,0,1,3,7,0,1,2,4,1,0,1,3,0,0,6,2,0,2,1,0,2,2,2,0,0,0,1,10,0,0,0,2,0,2,2
1752,0,0,1,0,2,0,2,6,0,0,0,0,0,0,0,4,7,0,0,2,4,1,0,1,3,0,0,6,1,0,2,1,0,2,2,2,0,0,0,1,10,0,0,0,2,0,2,1
1753,0,0,1,0,2,0,2,6,0,0,0,0,0,0,0,4,7,0,0,1,4,0,0,1,4,1,0,6,1,0,2,1,0,2,1,2,1,0,0,0,10,0,0,0,1,0,2,0
1754,0,0,0,0,2,0,2,6,0,0,0,0,0,0,1,3,7,0,0,1,4,0,0,0,3,1,0,6,0,0,2,1,0,2,1,2,1,0,0,0,10,0,0,0,0,0,1,0
1755,0,0,0,0,2,0,2,6,1,0,0,0,0,0,1,3,7,0,0,1,4,0,0,1,4,2,0,6,0,0,1,1,0,2,1,2,1,0,0,0,10,1,0,0,0,0,1,0
1756,0,0,0,0,2,0,2,4,2,0,0,0,0,0,1,3,5,0,0,0,2,0,0,1,3,2,0,4,0,0,1,0,0,2,0,1,2,0,0,0,8,2,0,0,0,0,1,0
1757,0,0,0,0,2,0,2,4,2,0,0,0,0,0,1,2,6,0,0,0,2,1,0,1,3,2,0,4,0,0,1,0,0,2,0,1,2,0,0,0,8,2,0,0,0,0,0,0
1758,0,0,0,0,1,0,2,4,2,0,0,0,0,0,1,2,7,0,0,0,2,2,0,2,2,2,0,4,1,0,0,0,1,2,0,1,2,0,0,0,8,2,0,0,0,0,0,0
1759,0,0,0,0,1,0,1,4,2,0,0,0,0,1,1,3,6,0,0,1,0,2,0,2,2,2,0,2,1,0,0,0,1,2,0,2,2,1,0,0,6,2,1,0,0,0,0,0
1760,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,3,6,0,0,1,2,2,0,2,2,2,0,4,1,0,0,0,1,2,1,2,2,2,0,0,6,2,1,0,0,0,0,0
1761,0,0,0,0,1,0,0,2,2,2,0,0,0,1,1,4,6,0,0,1,2,2,0,2,1,2,0,4,2,0,1,0,2,2,1,2,1,2,0,0,5,2,2,0,0,0,0,0
1762,0,0,0,0,1,0,0,1,2,2,0,1,0,2,0,4,5,0,0,1,4,2,0,2,1,2,0,4,2,0,1,0,2,2,2,1,1,2,0,0,4,2,2,0,0,0,0,0
1763,0,0,0,0,1,0,0,1,1,2,0,1,0,2,0,5,5,0,0,1,4,2,0,1,1,2,0,4,2,1,2,0,2,2,2,1,1,2,0,0,3,2,2,0,0,0,0,0
1764,0,0,0,0,1,0,0,0,1,2,0,1,0,2,0,5,4,0,0,1,5,3,0,1,0,2,0,5,2,2,2,0,2,2,2,1,0,2,0,0,2,0,2,0,0,0,0,0
1765,0,0,0,0,0,0,0,1,1,2,0,2,0,2,0,5,4,0,0,1,5,2,0,1,0,2,0,4,2,2,2,0,2,2,2,1,0,3,0,0,2,0,2,0,0,0,0,0
1766,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,7,2,0,0,1,6,2,0,0,0,2,0,4,2,3,3,0,2,2,2,1,0,3,0,0,2,0,2,0,0,0,0,0
1767,0,0,0,0,0,0,0,1,1,2,1,4,0,2,0,7,2,0,0,1,6,1,0,0,0,2,0,3,1,3,3,0,2,1,2,0,0,3,0,0,1,0,2,0,0,0,0,0
1768,0,0,0,0,0,0,0,1,2,2,2,4,0,1,0,7,2,0,0,0,5,1,0,0,0,2,0,3,1,4,4,0,2,1,2,0,0,3,0,0,1,0,2,0,0,0,0,1
1769,0,0,0,0,0,0,0,2,2,0,2,4,0,2,0,7,1,0,0,0,4,1,0,1,0,2,1,3,1,5,3,0,2,1,1,0,0,3,0,0,1,0,1,0,0,0,0,1
1770,0,0,1,0,0,0,0,2,2,0,2,4,0,2,1,7,1,0,0,0,4,2,0,1,0,2,1,2,0,5,3,0,3,1,1,0,0,3,0,0,1,0,1,0,0,0,0,1
1771,0,0,1,0,0,0,0,2,2,1,2,4,0,1,1,7,0,0,0,0,2,1,0,1,0,2,1,2,0,6,3,0,3,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1
1772,0,0,1,0,0,0,0,2,2,2,2,4,0,2,2,7,0,0,0,0,2,1,0,1,0,2,2,1,1,6,3,0,4,1,0,1,0,2,0,0,1,0,0,0,0,1,0,2
1773,0,0,2,0,0,0,0,1,3,2,2,4,0,2,2,8,0,0,0,0,2,1,0,1,0,2,2,1,1,6,2,0,4,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2
1774,0,0,2,0,0,0,0,1,3,2,2,4,0,3,2,9,0,0,0,0,3,1,0,1,0,2,2,0,1,6,1,0,4,1,0,2,0,1,0,0,2,0,0,0,0,2,0,2
1775,0,0,2,0,0,0,0,1,2,2,2,4,0,3,2,9,0,0,0,0,2,1,0,1,0,2,2,0,2,6,1,0,4,2,0,2,0,1,0,0,2,1,0,0,2,2,0,2
1776,0,0,2,0,0,0,0,1,2,2,2,4,0,4,2,9,0,0,0,0,2,1,0,1,0,2,2,0,2,6,1,0,4,2,0,2,0,1,0,0,2,1,0,0,2,2,0,2
1777,0,0,2,0,0,1,0,0,1,2,1,4,0,4,2,9,0,0,0,0,1,1,0,0,0,2,2,0,2,5,0,0,4,2,0,2,0,0,0,0,2,1,0,0,2,2,0,2
1778,1,0,1,0,0,1,0,0,1,2,1,4,0,4,2,9,0,0,0,0,1,0,0,0,0,2,1,0,2,5,0,0,3,3,0,2,0,0,0,0,2,2,0,0,2,2,0,1
1779,1,0,1,0,0,2,0,0,1,2,1,4,0,4,1,9,0,0,0,0,2,0,0,0,0,2,1,0,2,5,0,0,4,3,0,2,0,0,0,1,1,2,0,1,2,2,0,1
1780,1,1,1,1,0,2,0,0,2,1,1,4,0,4,1,10,0,0,0,0,2,0,0,0,0,2,0,0,2,5,0,0,4,4,0,1,0,0,0,1,1,2,0,1,2,2,0,1
1781,1,1,1,1,0,2,0,0,1,1,0,5,0,5,1,10,0,0,0,0,1,0,1,0,0,2,0,0,1,5,0,0,4,3,0,1,0,0,0,1,1,2,0,1,2,2,0,1
1782,2,1,0,1,0,3,0,0,1,1,0,5,0,4,1,10,0,0,0,0,1,1,1,0,0,2,0,0,1,5,0,0,4,3,0,0,0,0,0,2,1,2,0,1,2,1,0,2
1783,2,2,0,1,0,3,0,0,1,0,0,5,0,4,0,10,0,0,0,0,1,1,1,0,0,2,0,0,0,5,0,0,4,3,1,0,0,1,0,2,0,1,0,2,1,2,0,2
1784,2,2,0,2,0,3,0,0,1,0,0,5,0,4,0,10,0,0,0,0,1,1,1,0,0,2,0,0,0,6,0,0,4,2,1,0,0,1,0,2,0,1,0,2,0,2,1,2
1785,2,2,0,2,0,2,0,0,1,0,0,6,0,5,0,10,0,0,0,0,1,2,2,0,0,2,0,0,0,6,0,0,4,1,1,0,0,1,0,2,0,2,0,2,0,2,1,2
1786,2,2,0,2,0,2,0,0,1,0,0,6,0,5,0,10,0,0,0,0,1,2,2,0,0,2,0,0,0,6,0,0,4,1,1,0,0,2,0,2,0,2,0,2,0,2,1,2
1787,2,2,1,3,0,1,0,0,1,0,0,6,0,5,0,10,0,0,0,0,0,2,2,0,0,2,0,0,0,6,0,0,4,0,2,0,0,2,0,2,0,2,0,2,0,2,2,2
1788,2,1,1,2,0,1,0,0,1,0,0,6,0,5,0,10,0,0,0,0,0,2,2,0,0,2,0,0,0,6,0,0,4,0,3,0,0,2,0,1,0,2,0,1,0,2,2,2
1789,1,1,2,2,0,0,0,0,0,0,0,6,0,5,0,10,0,0,0,0,0,4,2,0,0,2,0,0,0,6,0,0,4,0,4,0,0,2,0,1,0,2,0,1,0,2,2,1
1790,1,1,2,2,0,0,0,0,0,0,0,6,0,5,0,10,0,0,0,0,0,3,2,0,0,2,0,0,0,6,0,0,4,0,4,0,0,2,0,0,0,2,0,1,0,2,2,1
1791,1,1,2,3,0,1,0,0,0,0,0,6,0,5,0,10,0,0,0,0,0,3,3,0,0,2,0,0,0,6,0,0,4,0,4,0,0,2,0,0,0,2,0,1,1,2,2,0
1792,0,0,2,3,0,1,0,0,0,0,0,6,0,5,0,10,0,0,0,0,0,3,4,0,0,2,0,0,0,6,0,0,4,0,4,0,0,2,0,0,0,2,0,1,1,1,2,0
1793,0,0,2,3,0,1,0,0,1,0,0,6,0,5,0,10,0,0,0,0,0,2,4,0,0,3,0,0,0,6,0,0,4,0,4,0,0,2,0,0,0,2,0,1,1,1,2,0
1794,0,0,2,3,0,1,0,0,1,0,0,6,0,5,0,10,0,0,0,0,0,2,4,0,0,4,0,0,0,6,0,0,4,0,4,0,0,1,1,0,0,1,0,1,2,1,1,1
1795,0,0,1,3,0,1,0,0,2,0,0,6,0,3,0,10,0,0,0,0,0,2,4,0,0,4,0,0,0,6,0,0,4,1,5,0,0,0,1,0,0,0,0,1,2,0,1,1
1796,0,0,1,3,0,1,0,0,2,0,0,6,0,3,0,10,0,0,0,0,0,2,4,0,0,4,0,0,0,6,0,0,4,1,4,0,0,0,2,0,0,0,0,1,2,0,1,2
1797,0,0,1,3,0,1,0,0,2,0,0,6,0,3,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,4,2,4,0,0,0,2,0,0,0,0,1,2,0,2,2
1798,0,0,0,3,0,1,0,0,3,0,0,6,0,1,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,4,2,3,0,0,0,2,0,0,0,0,1,3,0,2,2
1799,0,0,0,4,0,0,0,1,4,0,0,7,0,1,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,4,2,2,0,0,0,2,0,0,0,0,1,3,0,2,2
1800,0,0,0,3,0,0,0,1,4,0,0,7,0,1,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,4,2,2,0,0,0,2,0,0,0,0,2,3,0,2,2
1801,0,0,0,3,0,0,0,1,3,0,0,5,0,0,0,8,0,0,0,0,0,0,2,0,0,3,0,0,0,6,0,0,2,2,1,0,0,0,2,0,1,0,0,1,3,0,2,2
1802,0,0,0,4,0,0,0,2,3,0,0,6,0,0,0,8,0,0,0,0,0,0,2,0,0,4,0,0,0,6,0,0,2,2,1,0,0,0,1,0,1,0,0,1,2,0,2,2
1803,0,0,1,3,0,1,0,2,3,0,0,6,0,0,0,8,1,1,0,0,1,0,2,0,0,3,0,0,0,7,0,0,2,2,1,0,0,0,1,0,1,0,0,1,2,0,1,2
1804,0,0,1,3,0,1,0,3,2,0,0,4,0,0,0,6,1,2,0,0,1,0,0,0,0,2,0,2,0,6,0,0,1,2,0,0,0,0,1,0,2,0,0,1,2,0,1,1
1805,0,0,2,3,0,1,0,3,2,0,0,4,0,0,0,7,1,3,0,0,2,0,0,0,0,2,0,2,0,7,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,1,0
1806,0,0,2,2,0,2,0,3,1,0,0,4,0,0,0,6,2,3,0,0,3,0,0,0,0,2,0,3,0,6,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,0
1807,0,0,2,2,0,2,0,4,0,0,0,3,0,0,0,6,2,4,0,0,3,0,0,0,0,2,0,4,0,6,0,2,0,4,1,0,2,0,0,0,2,0,0,1,1,0,0,0
1808,0,0,2,1,0,3,0,3,0,0,0,2,0,0,0,6,2,4,0,0,3,0,0,0,0,2,0,4,0,6,0,2,0,4,2,0,3,0,0,0,3,0,0,1,1,0,0,0
1809,0,0,2,1,0,4,0,3,0,0,0,2,0,0,0,5,2,4,0,0,4,0,0,0,0,1,1,4,0,6,0,2,0,4,2,0,4,0,0,0,3,0,0,0,0,0,0,0
1810,0,0,2,1,0,4,0,3,0,0,0,0,0,1,0,5,2,4,1,0,5,0,0,0,0,1,1,4,0,5,1,3,0,3,2,0,4,0,0,0,3,0,0,0,0,0,0,0
1811,0,0,2,1,0,3,0,3,0,0,0,0,0,1,0,5,2,4,1,1,6,0,0,0,0,1,1,4,0,5,1,3,0,3,3,0,5,0,0,0,4,0,0,0,0,0,0,0
1812,0,0,2,1,0,3,0,3,0,0,0,0,0,1,0,4,2,4,1,1,6,0,0,0,0,0,2,4,0,5,1,3,0,2,3,0,5,0,0,0,4,0,0,0,0,0,0,0
1813,0,0,2,1,0,3,0,3,0,0,0,0,0,2,0,4,2,2,1,2,6,0,0,0,0,0,2,4,0,3,2,4,0,2,3,0,5,0,0,0,4,0,1,0,0,0,0,0
1814,0,0,2,1,0,2,1,3,0,0,0,0,0,2,0,4,2,2,2,2,6,0,0,0,0,0,2,4,0,3,2,4,0,0,4,0,5,0,0,0,4,0,1,0,0,0,0,0
1815,0,0,2,1,0,1,1,3,0,1,0,0,0,2,0,4,2,1,2,2,6,0,0,0,0,0,2,4,0,3,2,4,0,0,3,0,5,0,0,0,4,0,2,0,0,0,0,0
1816,0,1,3,1,0,1,1,2,0,1,0,0,0,2,0,3,2,0,2,2,6,0,0,0,0,0,2,4,0,3,2,4,0,0,3,0,4,0,0,0,4,0,2,0,1,0,0,0
1817,0,1,3,1,0,1,2,2,0,2,0,0,0,1,0,4,2,0,2,2,6,0,0,0,0,0,2,4,0,3,1,4,1,0,2,0,3,0,0,0,4,0,2,0,1,0,0,0
1818,0,1,4,1,0,1,2,2,0,2,0,0,0,1,0,3,2,0,2,2,6,0,0,0,0,0,2,4,0,2,1,4,2,0,2,0,2,0,0,0,4,0,2,0,1,0,0,0
1819,0,2,4,1,0,2,2,2,0,2,0,0,0,1,0,3,2,0,1,3,6,0,0,0,0,0,2,4,0,2,1,4,3,0,2,0,2,0,0,0,4,0,2,1,2,0,0,0
1820,0,2,4,1,0,2,2,2,0,2,0,0,0,0,0,3,2,0,1,3,7,0,0,0,0,0,1,4,0,2,1,4,4,0,1,0,2,0,0,0,4,0,2,1,2,0,0,0
1821,0,2,3,1,0,3,2,2,0,2,0,0,0,0,0,2,2,0,1,4,7,0,0,0,0,0,1,5,0,2,0,4,4,0,1,0,1,0,0,0,4,0,1,2,3,0,0,0
1822,0,2,3,1,0,3,2,2,0,2,0,0,0,0,0,2,3,0,1,4,8,0,0,0,0,0,0,6,0,2,0,5,4,0,1,0,1,0,0,1,4,0,1,2,3,0,0,0
1823,0,2,3,0,0,2,2,2,0,2,0,0,0,0,0,2,3,0,0,4,8,0,0,0,0,0,0,6,0,1,0,5,5,0,1,0,1,0,0,1,4,0,1,2,3,1,0,0
1824,0,3,1,0,0,2,2,2,0,1,0,0,0,0,0,2,3,0,0,4,8,0,0,0,0,0,0,6,0,1,0,5,5,0,1,0,1,0,0,2,4,0,0,2,2,1,0,0
1825,0,3,1,0,0,3,1,2,0,1,0,0,0,0,0,1,3,0,0,4,8,0,0,0,0,0,0,6,0,0,0,5,4,0,2,0,0,0,0,2,5,0,0,3,3,1,0,0
1826,0,5,1,0,0,3,1,2,0,1,0,0,0,0,0,1,3,0,0,4,9,0,0,1,0,0,0,6,0,0,0,6,5,0,2,0,0,0,0,2,5,0,0,4,3,2,0,0
1827,0,4,0,0,0,2,0,2,0,1,0,0,0,0,0,0,4,0,0,3,9,0,0,1,0,0,0,6,1,0,0,6,4,0,2,0,0,0,0,2,5,0,2,4,2,2,0,0
1828,0,4,0,0,0,2,0,2,0,1,0,0,0,0,0,0,4,0,0,3,9,0,0,1,0,0,0,6,1,0,0,6,3,0,2,0,0,0,0,2,6,0,2,4,2,2,0,0
1829,0,4,0,0,0,2,0,2,0,2,0,0,0,0,0,0,4,0,0,2,10,0,0,2,0,0,0,6,1,0,0,6,2,0,2,0,0,0,0,2,6,0,2,4,2,2,0,0
1830,0,4,0,0,0,1,0,2,0,2,0,1,0,0,0,0,3,0,0,2,10,0,0,2,0,0,0,6,1,0,1,6,2,0,2,0,0,0,0,2,6,0,2,4,3,2,0,0
1831,0,4,0,0,0,1,0,2,0,2,0,1,0,0,0,0,3,0,0,2,10,0,0,3,0,0,0,6,2,0,1,6,2,0,2,0,0,0,0,1,6,0,2,4,3,2,0,0
1832,0,3,0,0,0,1,0,2,0,2,0,2,0,0,0,0,3,0,0,1,10,1,0,3,0,0,0,6,2,0,2,6,1,0,1,0,0,0,0,1,6,0,2,4,3,1,0,0
1833,0,2,0,0,0,1,0,2,0,2,0,2,0,0,0,0,3,0,0,2,10,1,0,3,0,0,0,6,2,0,2,6,1,0,1,0,0,0,0,0,6,0,3,4,4,1,1,0
1834,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,2,10,2,0,3,0,0,0,6,3,0,2,6,0,0,1,0,0,0,0,0,6,0,3,4,4,1,1,0
1835,0,1,0,0,0,0,0,2,0,2,0,2,1,0,0,0,2,0,0,2,10,2,0,3,0,0,0,6,3,0,2,6,0,0,0,0,1,0,0,0,6,0,4,4,4,0,1,0
1836,0,1,0,0,0,0,0,2,0,2,0,2,1,0,0,0,2,0,0,2,10,2,0,3,0,0,0,6,3,0,2,6,0,0,0,0,1,0,0,0,6,0,3,4,6,0,1,0
1837,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,2,0,0,2,10,2,0,2,0,0,0,6,3,0,2,6,0,0,0,0,1,0,0,0,6,0,2,4,7,1,2,0
1838,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,2,10,2,0,2,1,0,0,6,3,0,2,6,0,0,0,0,1,0,0,0,6,0,2,4,6,1,2,0
1839,2,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,2,0,0,2,10,1,0,2,1,0,0,6,3,0,1,6,0,0,0,0,2,0,0,0,7,0,2,4,6,2,2,0
1840,2,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,2,0,0,2,10,1,0,1,1,0,0,6,2,0,1,6,0,0,0,0,2,0,0,0,7,0,2,4,6,2,2,0
1841,2,0,0,0,0,2,0,2,1,0,0,0,2,1,0,0,2,0,0,1,10,1,0,1,1,0,0,6,1,0,1,6,0,0,0,0,2,0,0,0,7,1,2,4,4,2,1,0
1842,2,0,0,0,0,2,0,2,1,0,0,0,1,1,0,1,2,0,0,1,10,0,0,1,2,0,0,6,1,0,0,6,0,0,0,0,2,1,0,0,7,1,2,4,4,2,1,0
1843,2,0,0,0,0,2,0,2,1,0,0,0,1,2,0,2,2,0,0,1,10,0,0,1,2,0,1,6,0,0,0,6,0,0,0,1,2,1,0,0,8,2,2,4,4,2,1,0
1844,2,0,0,0,0,2,0,2,2,0,0,0,1,2,0,2,2,0,0,0,10,0,0,1,2,0,1,6,0,0,0,6,0,0,0,1,2,2,0,0,8,2,2,4,4,2,1,0
1845,2,0,0,0,0,2,0,2,2,0,0,0,1,2,0,2,2,0,0,0,10,0,0,2,2,0,2,6,0,0,0,6,0,0,0,1,2,2,0,0,8,2,2,4,2,3,1,0
1846,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,1,0,0,0,8,0,0,2,2,0,2,4,0,0,0,4,0,0,0,1,2,2,0,0,7,2,2,2,2,2,0,0
1847,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,2,1,0,0,0,8,0,1,2,1,0,2,4,0,0,0,4,0,0,0,1,2,2,0,0,6,2,2,2,3,3,0,0
1848,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,3,1,0,0,0,8,0,1,2,1,0,2,4,1,0,0,4,0,1,0,2,2,2,0,0,6,2,2,2,2,2,1,0
1849,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,3,0,1,0,0,8,0,2,2,1,0,2,2,1,0,0,2,0,1,0,2,2,2,0,0,5,2,2,0,2,2,2,0
1850,0,0,0,0,3,2,0,0,1,0,1,0,0,2,1,3,0,2,0,0,8,0,2,1,1,0,2,2,1,0,0,3,0,2,1,2,2,2,0,0,5,2,2,0,3,2,2,0
1851,0,0,0,0,3,2,0,0,1,0,1,0,0,1,1,4,0,3,0,0,8,0,3,1,0,0,2,3,3,0,0,3,0,2,1,1,2,2,0,0,4,1,2,0,3,2,2,0
1852,0,0,0,1,3,2,0,0,0,0,1,0,0,1,2,4,0,4,0,0,8,0,3,0,0,0,1,2,3,1,0,3,0,2,2,1,2,0,1,0,3,1,2,0,3,3,2,0
1853,0,0,0,1,4,2,0,0,1,0,2,0,0,1,2,4,0,4,0,0,8,0,3,0,0,0,1,2,3,1,0,3,0,2,2,1,2,0,1,0,2,0,2,0,2,2,2,1
1854,0,0,0,1,4,2,0,0,2,0,2,0,0,0,2,5,0,5,0,0,8,0,4,0,0,0,1,2,4,1,0,2,1,2,2,1,2,0,2,1,2,0,1,0,2,2,2,2
