timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3B3,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3C3,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3D3,D0C0,D0D1,D1C1,D1D0,D1D2,D2C2,D2D1,D2D3,D3C3,D3D2
1579,0,0,0,0,2,0,2,6,1,0,0,0,2,0,2,0,15,0,1,0,0,2,0,2,0,2,2,1,0,1,0,0,0,1,0,0,1,2,0,3,7,0,0,1,0,0,2,1
1580,0,0,0,0,1,0,2,4,1,0,0,0,1,0,2,0,14,1,1,0,1,2,0,2,0,2,2,1,0,1,1,0,0,1,1,0,1,2,0,3,6,0,0,2,0,0,2,1
1581,0,0,0,0,1,0,2,4,1,0,0,0,1,1,3,0,14,1,2,0,1,1,0,2,0,2,2,1,0,2,1,0,0,2,1,0,1,2,0,3,7,0,0,2,0,1,1,1
1582,0,0,0,0,1,0,1,2,1,0,0,0,1,2,3,0,14,2,2,0,2,1,0,1,0,2,3,2,0,2,2,0,0,2,2,0,1,2,0,2,5,0,0,2,0,1,1,1
1583,0,0,1,0,1,0,1,2,2,1,0,0,0,2,3,0,13,2,2,0,2,1,0,1,0,2,3,2,0,2,3,0,0,2,2,0,1,2,0,2,5,0,0,2,0,1,1,1
1584,0,0,1,0,1,0,1,1,2,1,0,0,0,2,3,0,13,2,2,0,3,1,0,0,0,2,3,3,1,2,3,0,0,2,2,0,1,3,0,1,4,0,0,2,0,1,1,1
1585,0,0,1,0,0,0,1,1,2,1,0,0,0,2,3,0,12,2,2,0,3,0,0,0,0,2,4,3,1,2,3,0,0,2,2,0,1,2,0,1,4,0,0,2,0,1,1,2
1586,0,0,2,0,0,0,0,1,3,1,0,0,0,2,3,1,12,2,1,0,5,0,0,0,0,2,3,4,1,2,3,0,0,2,2,0,1,3,0,1,3,0,0,1,0,1,1,1
1587,0,0,2,0,0,0,0,2,3,1,0,0,0,2,2,2,12,2,1,0,6,0,0,0,0,2,3,4,2,3,4,0,0,2,3,0,1,3,0,0,3,0,0,1,0,1,1,1
1588,0,0,2,0,0,0,0,2,4,2,0,0,0,1,1,2,11,2,0,0,6,0,0,0,0,2,2,3,2,3,4,0,0,2,2,0,1,2,0,0,4,0,0,1,0,1,1,1
1589,0,0,2,0,0,0,0,2,3,2,0,0,0,1,1,2,11,2,0,0,6,0,0,0,0,2,2,3,2,3,3,0,0,2,2,0,1,2,0,0,2,0,0,1,0,1,0,2
1590,0,0,2,0,0,0,0,2,3,2,0,0,1,1,0,2,11,2,0,0,7,0,0,0,0,2,1,2,2,4,3,0,0,2,2,0,2,2,0,0,3,1,0,0,1,1,0,2
1591,0,0,2,0,0,0,0,3,2,1,0,0,1,1,0,2,11,2,0,0,6,0,0,0,0,2,1,3,2,4,1,0,0,2,1,0,2,2,0,0,3,1,1,0,1,0,0,2
1592,0,0,2,0,0,0,0,3,2,1,0,0,1,2,0,2,10,2,0,0,6,0,0,0,0,2,1,2,2,4,1,0,0,2,1,0,2,1,0,0,3,1,2,0,2,0,0,2
1593,0,0,1,0,0,0,0,4,2,1,0,0,2,2,0,3,10,2,0,0,4,0,0,0,0,2,1,2,2,4,1,0,0,2,1,0,3,1,0,0,2,2,2,0,2,0,0,2
1594,0,1,1,0,0,0,0,4,2,1,0,0,3,2,0,3,10,2,0,0,4,0,0,0,0,2,0,1,1,4,2,0,0,2,2,0,3,1,0,0,2,2,2,0,2,0,0,1
1595,0,1,0,0,0,0,0,3,1,1,0,0,3,2,0,3,10,2,0,0,2,0,0,0,0,2,1,1,1,6,2,0,0,1,3,0,3,0,0,0,2,2,2,1,2,0,0,1
1596,0,1,0,0,0,0,0,2,1,0,0,0,3,2,0,5,10,2,0,0,2,0,0,0,0,2,1,1,0,6,2,0,0,2,2,1,3,0,0,0,1,2,2,1,2,0,0,1
1597,0,2,0,0,0,0,0,2,1,0,0,0,3,2,1,5,9,2,0,0,2,0,0,0,0,2,2,1,0,6,1,0,0,2,3,1,3,0,0,0,0,2,2,1,1,0,0,1
1598,0,2,0,0,0,0,0,3,0,0,0,0,2,2,1,6,9,2,0,0,1,0,0,0,0,2,2,0,0,7,1,0,0,2,4,2,3,0,0,0,0,2,2,1,1,0,0,1
1599,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,6,8,2,0,0,0,0,0,0,1,2,2,1,0,7,2,0,0,1,4,2,3,0,0,0,0,2,2,1,0,0,0,0
1600,0,2,0,0,0,0,0,2,0,0,0,0,2,2,2,6,9,1,0,0,0,0,0,0,2,2,2,1,0,7,2,0,0,1,5,2,3,1,1,0,0,2,1,1,0,0,0,0
1601,0,2,1,0,0,0,0,2,0,0,0,0,2,1,2,6,9,1,0,0,1,0,0,0,2,3,2,1,0,7,3,0,0,1,6,2,3,1,1,0,0,2,1,2,1,1,0,0
1602,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,6,8,1,0,0,2,0,0,0,2,3,2,1,0,7,2,0,0,1,6,2,3,1,2,0,0,2,1,2,1,2,0,0
1603,0,1,2,0,0,0,0,2,0,0,0,0,1,1,2,6,8,0,0,0,2,0,0,0,2,3,2,2,0,8,2,1,0,1,5,1,3,1,2,0,0,2,0,2,1,2,0,0
1604,0,1,2,0,0,1,0,2,0,0,0,1,1,1,2,6,7,0,0,0,2,0,0,0,2,3,1,2,0,8,2,2,0,1,4,1,3,1,2,0,0,2,0,2,2,2,0,0
1605,0,0,2,0,0,1,0,2,0,0,0,1,0,1,2,5,7,0,0,0,2,1,0,0,2,4,1,2,0,9,2,2,0,0,4,1,3,1,2,1,0,2,0,2,3,2,0,0
1606,0,0,2,0,0,2,0,1,0,0,0,1,0,1,2,5,7,0,0,0,2,1,0,0,1,4,1,2,0,9,1,2,0,0,3,1,3,1,2,1,0,2,0,3,3,2,0,0
1607,0,0,2,0,0,2,0,0,0,0,0,3,0,1,1,5,7,0,0,0,2,1,0,0,1,4,0,2,0,10,1,2,0,0,2,0,3,2,2,1,0,2,0,3,4,2,0,0
1608,0,0,2,0,0,2,0,0,0,0,0,3,0,0,1,4,6,0,0,0,2,1,0,0,1,5,0,3,0,10,1,2,0,0,2,0,3,2,3,1,0,0,0,3,4,2,0,0
1609,0,0,2,1,0,2,0,0,0,0,0,3,0,1,1,4,6,0,0,0,2,2,0,0,0,5,0,3,0,10,0,2,0,0,2,0,3,1,2,2,0,0,0,4,4,1,0,0
1610,0,0,1,1,0,2,0,0,0,0,0,4,0,1,1,4,5,0,0,0,2,2,0,0,0,5,0,3,0,10,0,2,1,0,3,0,3,1,2,2,0,0,0,4,4,1,1,1
1611,0,0,1,1,0,1,0,0,0,0,0,4,1,1,0,4,5,0,0,0,2,2,0,0,0,5,0,4,0,10,1,2,1,0,2,0,3,1,2,2,0,0,0,4,3,0,1,1
1612,0,1,0,1,0,1,0,0,0,0,0,4,1,1,0,4,4,0,0,0,2,1,0,0,0,5,0,3,0,10,2,2,1,0,2,0,3,1,2,2,1,0,0,5,2,0,2,1
1613,0,1,0,1,0,1,0,0,0,0,0,4,2,2,0,4,4,0,0,0,2,1,0,0,0,5,0,3,0,11,2,3,1,0,2,0,3,1,2,1,1,0,0,5,2,0,2,1
1614,0,2,0,1,0,0,0,0,0,0,0,4,2,2,0,4,3,0,0,0,2,1,0,0,0,5,0,2,0,11,2,2,1,0,1,0,3,1,2,1,1,1,0,5,1,0,2,1
1615,0,2,0,1,0,0,0,0,0,0,0,4,2,2,0,4,3,0,0,1,1,1,0,0,0,5,0,2,0,12,2,3,1,0,1,0,3,1,2,1,2,1,1,5,0,0,2,1
1616,0,3,0,0,0,0,0,0,0,0,0,4,2,3,0,4,2,0,0,1,0,1,0,0,0,5,0,2,0,12,3,3,1,0,1,0,3,1,1,1,2,1,1,6,0,0,2,1
1617,0,3,0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,0,0,2,1,1,0,1,0,5,0,2,0,12,3,3,2,0,2,0,3,0,0,0,2,2,1,6,0,0,2,1
1618,0,4,0,1,0,0,0,0,0,0,0,4,2,2,0,4,2,0,0,2,1,0,0,2,0,5,0,1,0,12,4,3,1,0,2,0,3,0,0,0,2,2,1,6,0,0,1,2
1619,0,4,0,1,0,0,0,0,0,0,0,4,1,3,0,4,2,0,0,2,1,0,0,2,0,5,0,1,0,12,4,3,1,0,3,1,3,0,0,0,2,2,1,6,0,0,0,1
1620,0,4,0,1,0,0,0,0,0,0,0,4,1,3,1,4,2,0,0,2,1,0,0,2,0,5,0,1,0,12,3,3,1,0,3,1,3,0,0,0,1,2,2,5,0,0,0,1
1621,0,3,0,1,0,0,0,0,0,0,0,3,1,3,1,3,2,0,0,2,1,0,0,4,0,3,0,1,0,10,3,3,1,0,3,2,1,0,0,0,1,1,2,5,0,0,0,1
1622,0,3,0,2,0,0,0,0,0,0,0,3,0,3,1,3,2,0,0,2,1,0,0,4,0,4,0,1,0,10,3,3,1,0,3,2,1,0,0,0,1,1,2,5,0,0,0,1
1623,0,2,0,2,0,0,0,0,0,0,0,3,0,3,1,3,2,0,0,2,2,0,0,4,0,4,0,1,0,10,3,4,2,0,4,2,1,0,1,0,1,1,1,5,0,0,0,1
1624,0,2,0,2,0,0,0,0,0,0,0,2,0,2,1,3,2,0,0,2,2,0,0,4,0,2,0,1,0,9,2,4,2,0,4,2,1,0,1,0,1,1,1,5,0,0,0,1
1625,0,2,0,4,0,0,0,0,0,0,0,2,0,2,1,3,2,0,0,1,2,0,0,4,0,3,0,1,0,9,2,4,3,1,4,2,0,0,1,0,1,0,1,4,0,0,0,1
1626,0,1,0,3,0,0,0,0,0,0,0,1,0,2,1,3,2,0,0,1,3,0,0,4,0,3,0,1,0,9,3,4,3,1,5,1,0,0,2,0,2,0,1,5,0,0,0,1
1627,0,1,0,3,0,0,0,0,0,0,0,1,0,2,1,3,2,0,0,1,3,0,0,4,0,2,0,1,0,8,3,4,4,2,5,1,0,0,2,0,2,0,1,5,0,0,0,1
1628,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,4,1,0,3,0,2,0,1,0,8,2,4,4,2,5,0,1,0,2,0,2,0,0,5,0,0,0,0
1629,0,0,0,4,0,0,0,0,0,1,0,1,0,1,1,4,2,0,0,0,4,1,0,4,0,2,0,1,0,6,3,4,4,2,5,0,1,0,2,0,2,0,0,4,0,0,0,0
1630,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,3,2,0,0,0,4,2,0,2,0,1,0,1,0,6,2,4,4,2,4,0,1,1,2,0,2,0,1,4,0,0,0,0
1631,0,0,0,4,0,0,0,0,0,2,0,2,0,1,0,5,2,0,0,0,5,3,0,2,0,1,0,1,0,4,2,4,3,2,3,0,2,1,1,0,2,0,1,5,0,0,0,0
1632,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,5,2,0,0,0,5,4,0,2,0,1,0,1,0,4,2,4,2,2,3,0,2,2,1,0,2,0,1,5,0,0,0,0
1633,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,5,2,0,0,0,5,4,0,2,0,0,0,2,0,3,2,4,2,2,3,1,2,2,1,0,2,0,2,5,0,0,0,0
1634,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,5,2,0,0,0,5,4,0,2,0,0,0,2,0,2,2,4,1,1,2,2,2,2,1,0,2,0,2,5,0,1,0,0
1635,0,0,0,4,0,0,0,0,0,2,0,2,1,0,0,4,2,1,0,0,5,3,0,2,0,0,0,3,0,1,2,4,1,1,3,2,2,2,0,0,2,0,2,5,0,1,1,0
1636,0,0,0,3,0,0,0,0,0,2,0,2,1,0,0,4,2,1,0,0,5,3,0,1,0,0,0,3,0,1,2,4,0,0,2,3,2,2,0,0,2,0,2,5,0,2,1,0
1637,0,0,0,3,0,1,0,0,1,2,0,2,1,0,0,3,2,1,0,0,5,2,0,1,0,0,0,3,0,0,2,4,0,1,2,3,2,2,0,0,2,0,1,5,0,2,2,0
1638,0,0,0,2,0,1,0,0,1,2,0,1,1,0,0,3,2,2,0,0,5,2,0,0,0,0,0,3,0,0,2,4,0,1,2,4,2,1,0,0,2,0,1,5,0,2,2,0
1639,0,0,0,1,0,1,0,1,2,1,0,1,1,0,0,3,2,3,0,0,5,2,0,0,0,0,0,3,0,0,2,4,0,2,2,4,2,1,0,0,2,0,1,5,0,2,2,1
1640,0,0,0,1,0,1,0,1,2,1,0,0,1,0,0,3,2,4,0,1,5,1,1,0,0,0,0,3,0,0,2,4,1,2,2,3,2,0,0,0,2,0,1,5,0,2,2,1
1641,0,0,0,0,0,1,0,1,3,0,0,0,2,1,0,3,2,4,0,1,6,1,1,0,0,0,0,3,0,0,2,4,1,2,2,3,2,0,0,0,2,0,0,5,0,2,2,2
1642,0,0,0,0,0,1,0,1,3,0,0,0,2,1,0,2,2,4,0,2,6,0,1,0,0,0,0,3,0,0,2,4,2,2,1,3,2,0,0,0,2,0,0,5,0,1,2,2
1643,0,0,0,0,1,1,0,2,3,0,0,0,2,2,0,2,2,4,0,2,6,0,2,0,0,0,0,3,0,0,1,4,2,2,1,2,2,0,0,0,2,0,0,5,1,1,2,2
1644,0,0,0,0,2,1,0,2,4,0,0,0,2,2,0,2,2,4,0,2,7,0,3,0,0,0,0,3,0,0,1,4,2,2,1,2,2,0,0,0,2,0,0,5,1,0,3,2
1645,0,0,0,0,2,1,0,2,3,0,0,0,2,2,0,2,2,4,0,2,7,0,3,0,0,0,1,3,0,0,1,4,2,2,1,2,2,0,0,0,2,0,0,5,1,0,2,2
1646,0,0,0,0,2,0,0,2,3,0,0,0,2,2,0,1,2,4,0,2,7,0,3,0,0,0,1,3,0,0,1,4,2,2,1,1,2,0,0,0,2,0,0,5,1,0,3,2
1647,0,0,0,0,2,0,0,3,2,0,0,1,2,2,0,1,2,4,0,2,7,0,4,0,0,0,1,3,0,0,0,4,2,2,1,1,1,0,0,0,2,0,0,5,1,0,2,1
1648,0,0,1,0,2,0,0,3,2,0,0,1,2,2,0,0,2,4,1,3,7,1,4,0,0,0,1,3,0,0,0,4,2,2,1,0,2,0,0,0,2,0,0,5,1,0,2,1
1649,0,0,1,0,2,0,0,4,2,0,0,2,2,2,0,0,2,4,2,3,7,1,4,0,0,0,1,3,0,0,0,4,2,2,1,0,1,0,0,0,2,0,0,5,2,0,2,0
1650,0,0,1,0,2,0,0,5,1,0,0,2,1,1,0,0,2,4,2,3,7,2,3,0,0,0,1,3,0,0,0,4,2,2,0,0,1,0,0,0,2,0,0,5,2,0,2,0
1651,0,0,1,0,2,0,0,6,1,0,0,2,1,1,0,0,2,4,2,3,7,2,3,0,1,0,1,4,0,0,0,4,1,2,0,0,2,0,0,0,2,0,0,5,2,0,2,0
1652,0,0,2,0,2,0,0,6,1,0,0,2,1,1,0,0,2,4,3,3,7,2,2,0,1,0,1,4,0,0,1,4,2,1,0,0,2,0,0,0,3,0,0,5,3,0,1,0
1653,0,0,2,0,2,0,0,7,0,0,0,2,0,0,0,0,2,4,3,2,7,3,2,0,1,0,1,5,0,0,1,4,2,1,0,0,4,0,0,0,3,0,0,5,3,0,1,0
1654,0,0,2,0,2,0,0,7,0,0,0,2,0,0,0,0,2,4,4,2,7,3,1,0,1,0,0,5,0,0,1,4,2,1,0,0,5,0,0,0,3,0,0,5,3,0,0,0
1655,0,0,3,0,2,0,0,7,0,0,0,2,0,0,0,0,2,3,4,2,7,3,1,0,3,0,0,5,0,0,2,4,2,0,0,0,5,0,0,1,3,0,0,5,3,0,0,0
1656,0,0,2,0,2,0,0,8,0,0,0,2,0,0,0,0,2,3,5,2,7,4,0,0,3,0,0,5,0,0,2,4,2,0,0,0,5,0,0,1,3,0,0,5,2,0,0,0
1657,0,0,2,0,2,0,0,8,0,0,0,1,0,0,1,0,2,3,4,1,7,3,0,0,3,0,0,5,0,0,2,4,2,0,0,0,5,0,0,1,3,0,0,5,2,0,0,0
1658,0,0,2,0,2,0,0,8,0,0,0,1,0,0,2,0,2,2,5,1,7,3,1,0,4,0,0,5,0,0,2,5,2,0,0,0,5,0,0,1,3,1,0,5,1,0,0,0
1659,0,0,2,0,2,1,0,8,0,0,0,1,0,0,2,0,4,2,4,1,7,2,1,0,4,0,0,5,0,0,2,5,1,0,0,0,4,0,0,1,3,2,0,5,1,1,0,0
1660,0,0,2,0,2,1,0,8,0,0,0,0,0,0,2,0,4,2,4,1,7,2,1,0,4,0,0,5,0,0,2,5,1,0,0,0,4,0,0,1,3,2,0,5,1,2,0,0
1661,0,0,2,0,2,2,0,8,0,0,0,0,0,0,2,0,5,1,4,0,7,1,1,0,3,0,0,5,0,0,1,6,0,0,0,0,4,0,0,1,3,2,0,5,0,2,1,0
1662,0,0,1,0,2,2,0,8,0,0,0,1,0,0,2,0,6,1,3,0,7,1,2,0,3,0,0,5,0,0,2,6,0,0,0,0,3,0,0,1,4,2,0,5,0,2,2,0
1663,0,0,1,0,2,3,0,8,1,0,0,1,0,0,2,0,7,1,3,0,7,1,2,0,3,0,0,5,0,0,1,7,0,0,0,0,2,0,0,1,4,2,0,5,0,2,2,0
1664,0,0,0,0,2,3,0,8,1,0,0,1,0,0,2,0,7,0,3,0,7,1,2,0,2,0,0,5,0,0,2,7,0,0,0,0,2,0,0,0,4,2,0,5,0,2,2,0
1665,0,0,0,0,2,3,0,8,1,0,0,2,0,0,1,0,7,0,3,0,7,0,2,1,2,0,0,5,0,0,2,7,0,0,0,0,2,0,0,0,4,2,0,5,0,2,2,0
1666,0,0,0,0,1,3,0,6,2,0,0,2,0,0,1,0,7,0,3,0,5,0,2,1,1,0,0,3,0,0,2,5,0,0,0,0,1,0,1,0,2,1,0,3,0,2,2,0
1667,0,0,0,0,1,3,0,6,2,0,0,3,0,1,1,0,8,0,3,0,5,0,1,2,1,0,0,3,0,0,2,6,0,0,0,0,1,0,1,0,2,0,0,3,0,2,2,0
1668,0,0,0,0,1,2,0,6,2,0,0,4,0,1,1,1,8,0,3,1,5,0,1,2,1,0,0,3,0,0,2,7,0,0,0,0,1,0,2,0,2,0,0,3,0,1,2,0
1669,0,0,0,0,0,3,0,4,2,0,0,4,0,1,0,1,6,0,4,1,3,0,1,2,0,1,0,1,0,0,2,6,0,0,1,0,1,0,2,0,1,0,0,2,0,1,1,0
1670,0,0,0,0,0,2,0,4,1,0,0,4,0,1,1,2,6,0,4,1,4,0,1,2,0,1,0,3,0,0,3,6,0,0,2,0,1,0,2,0,1,0,0,2,0,1,2,0
1671,0,0,0,0,0,2,0,4,1,0,0,5,0,2,1,2,5,0,4,2,5,0,0,2,0,2,0,3,0,0,3,7,1,0,2,1,1,0,2,0,0,0,0,2,0,0,2,0
1672,0,0,1,0,0,2,0,2,1,0,0,4,0,2,2,2,4,0,4,2,4,0,0,2,0,2,0,2,0,0,4,6,1,0,3,1,1,0,2,0,0,0,0,1,0,0,1,0
1673,0,0,1,0,0,1,0,2,1,0,0,4,0,2,2,2,4,0,4,2,5,0,0,2,0,2,0,2,0,0,4,6,2,0,3,1,1,0,2,0,0,0,0,1,0,0,2,0
1674,0,0,1,0,0,1,0,1,1,0,0,4,0,2,2,2,4,1,5,2,5,0,0,2,0,2,0,2,0,0,4,6,2,0,4,2,1,0,2,0,0,0,0,1,0,0,2,0
1675,0,0,2,0,0,1,0,1,0,0,0,4,0,1,3,2,3,2,5,2,5,0,0,2,0,2,0,2,0,1,4,6,2,0,4,2,1,0,1,0,0,0,0,1,0,0,2,0
1676,0,0,2,0,0,1,0,1,0,0,0,4,0,1,3,1,3,4,5,2,5,0,0,1,0,2,0,2,0,1,4,4,2,0,5,2,1,0,0,0,0,0,0,1,0,0,2,0
1677,0,0,2,0,0,0,0,1,0,0,0,4,0,1,3,1,3,4,5,3,4,0,0,1,0,2,0,2,0,1,4,4,2,0,4,2,1,0,0,0,0,0,0,1,0,0,2,0
1678,0,0,2,0,0,0,0,1,0,0,0,4,0,1,2,0,2,4,5,2,4,0,0,1,0,2,0,1,0,2,4,3,1,0,4,2,2,0,0,0,0,0,0,1,0,0,2,0
1679,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,2,4,5,2,3,0,0,0,0,2,1,1,0,2,3,3,1,0,4,1,2,0,0,0,0,0,0,1,0,0,1,0
1680,0,0,2,0,0,0,0,0,0,0,0,4,1,0,1,0,2,4,5,4,3,0,0,1,0,2,2,3,0,2,3,3,0,0,3,1,2,0,0,0,0,0,0,1,0,0,1,0
1681,0,1,2,0,0,0,0,0,0,0,0,4,1,0,1,0,2,4,5,3,2,0,0,1,1,2,2,3,0,2,2,2,0,0,4,1,3,0,0,0,0,0,1,1,0,0,1,0
1682,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,4,5,3,2,0,1,1,2,2,2,3,0,2,1,2,1,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0
1683,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,3,5,4,1,0,1,2,2,2,2,3,0,2,1,2,1,0,4,0,4,0,0,0,0,1,1,1,0,0,0,0
1684,0,2,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,2,5,4,0,0,1,2,2,2,2,3,0,1,0,1,1,0,3,0,4,0,0,0,0,1,1,1,0,0,0,0
1685,0,2,1,0,0,0,1,0,0,0,0,4,1,2,0,0,0,2,5,3,0,0,2,2,2,2,2,3,0,2,0,1,2,0,3,0,5,0,0,0,0,2,2,1,0,0,0,0
1686,0,2,0,0,0,0,1,1,0,0,0,4,1,2,0,0,0,1,5,3,0,0,2,3,2,2,2,3,0,1,0,1,3,0,4,0,5,0,0,0,0,2,2,1,0,0,0,0
1687,0,2,0,0,0,0,2,1,0,0,0,4,0,2,0,0,0,2,5,3,0,0,2,3,2,2,2,3,0,1,0,0,3,0,5,0,5,0,0,0,0,2,2,1,0,0,1,0
1688,0,2,0,0,0,0,2,1,0,0,0,4,0,3,0,0,0,1,5,2,0,0,2,3,2,2,2,2,0,1,0,0,4,0,5,0,5,0,0,0,0,2,2,1,0,0,2,0
1689,0,1,0,0,0,0,2,2,0,0,0,4,0,3,0,0,0,2,5,2,0,0,2,4,1,2,3,2,0,1,0,0,4,0,5,0,5,0,1,0,0,2,2,0,0,0,2,0
1690,0,1,0,0,0,0,2,2,0,0,0,5,1,4,0,0,0,2,5,2,0,0,2,3,1,2,2,2,0,1,0,0,5,0,5,0,5,0,2,0,0,2,1,0,0,0,2,0
1691,0,1,0,0,0,0,2,2,0,0,0,5,1,4,0,0,0,2,5,1,0,0,2,3,0,2,2,1,0,1,0,0,5,0,5,0,5,0,2,0,0,2,1,0,0,0,2,0
1692,0,0,0,0,0,0,2,2,0,0,0,5,1,3,0,0,0,2,5,1,0,0,3,3,0,2,1,1,0,1,0,0,6,0,5,0,6,0,2,1,0,2,0,0,0,1,2,0
1693,0,0,0,0,0,0,2,2,0,0,0,6,2,4,0,0,0,2,5,2,0,0,3,2,0,2,1,1,0,1,0,0,6,0,5,0,6,0,2,1,0,1,0,0,0,1,2,0
1694,0,0,0,1,0,0,1,2,0,1,0,6,2,4,0,0,0,2,5,1,0,0,3,2,0,2,1,1,0,0,0,0,6,0,4,0,6,0,2,2,0,1,0,0,0,2,2,0
1695,0,0,0,1,0,0,1,1,0,1,0,6,2,3,0,0,0,1,5,1,0,0,3,1,1,2,1,1,0,0,0,0,6,0,4,0,7,0,2,2,0,0,0,0,0,2,1,0
1696,0,0,0,2,0,0,0,1,0,2,0,6,2,3,0,0,0,1,5,1,0,0,4,1,1,2,1,0,0,0,0,0,6,0,4,0,7,0,1,2,0,0,0,0,0,2,1,0
1697,0,0,0,2,0,0,1,1,0,2,0,6,1,3,0,0,0,1,5,1,0,0,4,0,1,2,0,0,0,0,0,0,6,0,2,1,7,0,1,2,0,0,0,0,0,3,0,0
1698,0,0,0,2,0,0,1,0,0,2,0,6,1,3,0,0,0,0,5,2,0,0,4,0,1,2,0,0,0,0,0,0,6,0,2,1,7,0,1,3,0,0,0,0,0,4,0,0
1699,0,0,0,3,0,0,2,0,0,2,0,6,1,3,0,0,0,0,5,2,0,0,5,0,2,2,1,0,0,0,0,0,6,0,2,2,7,0,1,3,0,0,0,0,0,4,0,0
1700,0,0,0,3,0,0,2,0,0,2,0,6,0,2,0,0,0,0,5,2,0,0,6,0,2,2,1,0,0,0,0,0,6,0,1,2,7,0,0,3,0,0,0,0,0,5,0,0
1701,0,0,0,3,0,0,3,0,0,2,0,6,0,2,0,0,0,0,5,3,0,0,6,0,2,2,1,0,0,1,0,0,6,0,1,2,7,0,0,3,0,0,0,0,0,4,0,0
1702,0,0,0,3,0,0,3,0,0,1,0,6,0,2,0,0,0,0,5,3,0,0,6,0,3,2,2,0,0,1,0,0,6,0,1,2,7,0,0,3,0,0,0,0,0,4,0,0
1703,0,0,0,3,0,0,4,0,0,1,0,6,0,1,0,1,0,0,5,3,0,0,6,0,3,2,2,0,0,2,0,0,6,0,0,2,7,0,0,2,0,0,0,0,0,4,0,0
1704,0,0,0,2,0,0,5,0,0,0,0,6,0,1,0,2,0,0,5,3,0,0,6,1,4,2,2,0,0,2,0,0,6,0,0,2,7,0,0,2,0,0,0,0,0,4,0,0
1705,0,0,0,2,0,0,4,1,0,0,0,6,0,1,0,2,0,0,5,3,0,0,6,1,3,2,2,0,0,2,0,0,6,0,0,1,7,0,0,1,0,0,0,0,0,4,0,0
1706,0,0,1,2,0,0,5,1,0,0,0,7,0,1,0,2,0,0,5,2,0,0,6,2,3,2,1,0,0,2,0,0,6,0,0,1,7,0,0,1,1,0,0,0,0,4,0,0
1707,0,0,1,1,0,0,5,2,0,0,0,7,0,0,0,2,0,0,5,1,0,0,6,2,2,2,1,0,0,2,0,0,6,0,0,2,7,0,0,1,1,0,0,0,0,4,0,0
1708,0,0,1,1,0,0,4,2,0,0,0,8,0,0,0,2,0,0,5,1,0,0,6,2,2,2,1,0,0,2,0,0,6,0,0,2,7,0,0,0,2,0,0,0,0,3,1,0
1709,0,0,2,1,0,0,5,2,0,0,0,8,0,0,0,2,1,0,5,0,0,0,7,3,2,2,1,0,0,2,0,0,6,0,0,2,7,0,0,0,2,0,0,0,0,3,1,0
1710,0,0,2,0,0,0,5,2,0,0,0,8,0,0,0,2,2,0,5,0,0,0,7,3,2,2,0,0,0,2,0,0,6,0,0,2,7,0,0,0,2,0,0,0,0,3,1,0
1711,0,0,2,0,0,0,4,2,0,1,0,6,0,0,0,2,2,0,4,0,0,0,6,3,1,2,0,0,0,1,0,0,4,0,0,2,5,0,0,0,2,0,0,0,0,3,1,0
1712,0,0,2,0,0,0,3,2,0,1,0,6,0,0,0,1,2,0,4,0,0,0,6,2,1,3,0,0,0,1,0,0,4,0,0,2,5,0,0,0,2,0,0,0,0,2,1,0
1713,0,0,2,0,0,0,4,2,0,2,0,7,0,0,1,1,2,0,4,0,1,0,6,2,1,3,0,1,0,1,1,1,4,0,0,2,5,0,0,0,2,0,0,0,0,2,1,0
1714,0,0,2,0,0,0,3,2,0,3,0,6,0,0,2,1,2,0,4,0,1,0,5,2,0,2,0,1,0,1,1,1,2,0,0,2,4,0,0,0,2,0,0,0,0,2,2,0
1715,0,0,2,0,0,0,2,2,0,3,0,6,0,1,2,1,2,1,6,0,1,0,4,1,0,2,0,1,0,1,1,1,3,0,0,1,4,0,0,0,2,0,0,0,0,1,2,0
1716,0,0,1,0,0,0,2,2,0,4,0,6,0,1,2,1,2,2,6,0,1,0,4,1,0,2,0,2,0,1,3,1,3,0,0,1,4,0,0,0,2,0,0,0,0,1,1,0
